customer_id,first_name,last_name,email,phone,date_of_birth,address,income,account_status,created_date
1017,mÜlLeR,III ,mÜlLeR@@gmail.com,916-512-4460,1988-11-08,"1318 Main Street, Fairview",21078.25,I,01/13/2017
1018,Michael,Brown,michael.brown@gmail.com,392-630-5927,1965/11/09,"123 MAIN STREET, BRISTOL","117,957.28",suspended,2023-02-30
1019, jr.,xxx,jr..xxx@company.co.uk,505-957-9616,1982-05-13,"7936 Pine Road, Clinton",234220.28, inactive ,Unknown
1020,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,  Sm1th ,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt.sm1th@x.com; ttttttttttttttttttttttttttttttttttttttttttttttttttttttt.sm1th2@y.com,8909798742,03/09/87,"7995 Main Street, Apt 16, Riverside",82534 USD, suspended ,2021-03-15 09:00:00
1021,john 🙂,Berg,john.berg@gmail.com,553-701-4901,1974/04/27,"4950 Elm Boulevard, Fairview",?,I,2023-02-30
1022,J.,nGũGĩ,j..ngũgĩ @gmail.com,(379) 305-2165,2001-01-30 00:00:00,4466 Maple Drive,94598 USD,Unknown,04/01/21
0002035,SARAH,  O'Brien ,sarah.o'brien@outlook.com,238-411-8071,20-09-1949,"8808 Maple Drive, Apt 30, Fairview",10000000,inactive,2019-02-26
Unknown,n/a,la Cruz,.n/a.la@x.com,43843624179,1980-10-17,"2371 Maple Drive, Apt 12, Bristol",21058.34,in active,2020-11-24
1025,test,mArY-JaNe,test.maryjane@company.co.uk,3511672067,1986-10-12,"8985 Pine Road, Fairview","$133,804",active,2024-04-12
1026,O'Brien,Berg,o'brien.berg@company.co.uk,791-619-3485,0000-00-00,"1774 Pine Road, Clinton",-19381,suspended,2022-11-18
1027,David III,bErG,david.berg@outlook.com,8321501336,"March 25, 1948",7958 Lake Shore Drive,41747.11,suspended,2021-09-20
1028,David,smith,david.smith@company.co.uk,926-755-6843,12-10-1987,"5322 Maple Drive, Salem",213453.82,inactive,11/19/2016
1029,jOsÉ,la Cruz,jose.la@outlook.com,652-746-4961,0000-00-00,"8313 Oak Avenue, Bristol",-10406,inactive,2024-01-31
1030,david,Williams,david.williams@outlook.com,+1 771-794-6333,292550400,"9875 Maple Drive, Apt 6, Clinton","$230,435",ACTIVE,2018-09-07 04:42:10
AB-3253,III,XXX,iii.xxx@gmail.com,357-266-2962,25808,"6732 Pine Road, Greenville",190906.08,inactive,2018-02-28
1032,JosÃ©,ASDF,jose.asdf+newsletter@gmail.com,227-524-0872,1986-04-14 00:00:00,"6327 Oak Avenue, Clinton",38284.53,inactive,2015-01-22
1033,de la,Smith 🙂,de.smith@yahoo.com,4466846825,1995-11-16,"8577 Pine Road, Riverside",247257.9,inactive,2015-10-04 11:15:10
1034,XXX,  Smith!! ,xxx.smith!!@yahoo.com,517-627-6524,invalid_date,16265,93002 USD, inactive ,02/13/19
1035,  John!! ,Jr.,john!!.jr.@outlook.com,+44 20 7946 0958,1985-02-30,"2622 Main Street, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Franklin",23177.76, suspended ,2019-02-28T14:32:10+02:00
1036,TEST,Mary-Jane,test.maryjane+newsletter@gmail.com,655-189-5236,1900-01-01,"8883 Cedar Lane, Bristol",99950.66,inactive,2023-13-45
0008088,van der,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT​,van.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt​@gmail.com,5.55123E+09,1980-05-14,"1293 Cedar Lane, Greenville",161880.25,pending,N/A
1038,VAN,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,van.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt@yahoo.com,548-721-2353,#N/A,"5659 Washington Blvd, Franklin",39953.22,0,2024-09-09
1039,o'bRiEn,müller,o'brien.müller@gmail.com,869-788-7710,09/06/1967,1762 Washington Blvd,100995.28,suspended,45135
1040,J.,Sm1th,j..sm1th@yahoo.com,831-6511,01/18/1994,"8722 Lake Shore Drive, Bristol",-14649,in-active,2021-07-18
1041,VAN,III,van.iii@yahoo.com,377-570-8734,1968-02-22,"4332 Lake Shore Drive, Greenville",67843.75,inactive,2021-03-15 09:00:00
1042,Van,smith 🙂,van.smith@yahoo.com,123-456-7890,1111-11-11,"2588 Washington Blvd, Salem",49307798,S,42722
1043,J0hn,SMITH 🙂,J0hn@,935-290-0230,-,"3165 Maple Drive, Fairview",109195.81,active,2023-06-15
1044,NGŨGĨ,Johnson,ngũgĩ.johnson@yahoo.com,+44 20 7946 0958,2010-06-01,"3579 Elm Boulevard, Riverside",fifty thousand,active,2024-07-31
1045,xxx,johnson,xxx@outlook.com,754-161-1130,9999-12-31,"2949 Maple Drive, Fairview",230522.04,inactive,2023-03-01
1046,j,S,j.s@gmail.com,920-993-0797,2030-01-01,"7192 Elm Boulevard, Greenville",-8673,dormant,2022-05-28
1047,XXX ,berg,xxx.berg@x.com; xxx.berg2@y.com,347-925-7586,1900-01-01,"6825 Maple Drive, Fairview","$166,976", active ,2021-10-05
0004350,de la,Ngũgĩ ,de.ngũgĩ@outlook.com,555-CAL-LME,20837,"123 MAIN STREET, SALEM",102116 USD,active,2017-03-14
NULL,ASDF,ASDF,asdf.asdf@gmail.com,845-336-1113,"February 03, 1955","7472 Pine Road, Apt 40, Springfield",159882.05,inactive,03/20/18
1050,sarah,Ngũgĩ,sarah.ngũgĩ@gmail.com,687-157-0154,#N/A,"7110 Pine Road, Riverside",-1,suspended,1990-01-01
1051,van der ,MÜLLER,van.müller@company.co.uk,8287096499,09/27/00,same as above,"$116,484", active ,2022-02-09
1052,john,O'Brien,john.o'brien@company.co.uk,373-801-6237,10/07/1989,"4398 Lake Shore Drive, Franklin",999999999,suspended,1990-01-01
N/A,J0hn,  TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT ,j0hn.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt@outlook.com,None,1952-03-18,"9013 Main Street, Salem",65914054,in-active,2023-11-07
1054,J0hn ,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT​,j0hn.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt​@company.co.uk,464.327.8366,2000-02-29,"9425 Elm Boulevard, Salem",174695.54,closed,2023-03-10
1055,test,Test,test.test..doe@x.com,844-288-3053,1950-04-29,"3233 Lake Shore Drive, Apt 25, Fairview",63359.35,inactive,N/A
1056,J0hn,TEST,j0hn.test@yahoo.com,844567935,invalid_date,"2839 Maple Drive, Salem",212866.53,inactive,44019
1057,mIcHaEl,smith 🙂,null,953-949-4055,1900-01-01,"5712 Oak Avenue, Salem",-12489,active,2021-09-10
0,  Mary-Jane ,bErG,  Mary-Jane _company.co.uk,(584) 562-1237,2030-01-01,"4559 Pine Road, Salem","219,193.32",inactive,2018-08-15
1059,o'bRiEn,  Brown ,o'brien.brown@outlook.com,8807642711,1954-03-04,"3837 Washington Blvd, Riverside",0,closed,2024-08-24
1060,Michael,Smith!!,michael.smith!!@x.com; michael.smith!!2@y.com,+1 288-202-2293,invalid_date,"5760 Washington Blvd, Clinton",(10336),in active,2018-04-25T14:32:10+02:00
1061,Müller,  la Cruz ,müller.la@gmail.com,2401616520,26443,"8210 Washington Blvd, Fairview",141092.73,active,02/11/2022
1062,de la,Williams,de.williams@yahoo.com,5.55123E+09,0000-00-00,"5489 Washington Blvd, Bristol",244136.89,inactive,2023-09-03
1063,de la,Smith,de.smith@outlook.com,(889) 153-2938,2030-01-01,"753 Washington Blvd, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Riverside",88013.98,inactive,2021-08-20T14:32:10+02:00
1064,Van,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,None,5.55123E+09,14925,"8516 Washington Blvd, Clinton",133775.52,pending,45285
1065,J ,D'Angelo,.j.d'angelo@x.com,91371706609,1968-03-04,"2431 Oak Avenue, Greenville",(2018),suspended,2016-02-22
1066,müller,la Cruz,.müller.la@x.com,604-608-0483,1946-09-23,"5800 Elm Boulevard, Franklin",49928.38,suspended,07/16/2016
6224.0,-,sMiTh!!,@gmail.com..smith!!,438-263-1640,09/30/1990,"8744 Main Street, Greenville",212217.23, suspended ,2021-03-15 09:00:00
1068,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt,Williams,Ttttttttttttttttttttttttttttttttttttttttttttttttttttttt.Williams@GMAIL.COM,582-821-6481,1940-01-23,"2236 Maple Drive, Fairview",10000000,active,1990-01-01
1069,VAN,Mary-Jane,van.maryjane@yahoo.com,310-837-0020,"September 16, 1969","6876 Maple Drive, Fairview",103206.68,active,2021-03-15 09:00:00
1070,  Michael ,SM1TH,michael.sm1th@yahoo.com,298-150-6437,1942-10-12,"63 Washington Blvd, Riverside",14454186,actiive,04/12/2020
1071,  asdf ,Müller,?,686-686-3860,1960-04-18 00:00:00,"569 Maple Drive, Riverside",246326.48,pending,2017-11-22 10:58:10
0003428,J0HN,  XXX ,j0hn.xxx@gmail.com,870-597-9372,1900-01-01,"123 MAIN STREET, FAIRVIEW",92901-102901,active,2020-07-06
1073,mary-jane,O'BRIEN,maryjane.o'brien@yahoo.com,555-CAL-LME,1111-11-11,"3289 Main Street, Greenville",99688.14,suspended,2020-06-25
1074,XXX,O'Brien,xxx.o'brien@gmail.com,123-456-7890,04-May-1991,"4512 Washington Blvd, Fairview",124674.03,suspended,2016-03-18
1075,o'bRiEn,la cruz,o'brien.la@outlook.com,+1 236-697-9372,9999-12-31,3644 Main Sxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,212550.09,2,2018-10-06
AB-8736,John!!,  O'Brien ,john!!.o'brien+newsletter@gmail.com,   ,03/04/1985,"7497 Maple Drive, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Clinton",129581.5,active,2021-03-15 09:00:00
1077,John!!,Johnson,john!!.johnson@gmail.com,(246) 405-4764,"November 27, 1968","8588 Pine Road, Fairview",226825.19,in-active,2021-03-15 09:00:00
1078,J0hn,Jr.​,j0hn.jr.​@company.co.uk,877.203.8524,1998-08-20 00:00:00,"2248 Washington Blvd, Riverside",41792.95, inactive ,2018-04-24
NA,van der,  Williams ,.van.williams@x.com,240-972.4760,1900-01-01,"6980 Oak Avenue, Riverside",47522.69.5555,closed,2017-01-19
1080,vAn dEr,LA CRUZ,van.la+newsletter@gmail.com,651-147-1037,2010-06-01,"8599 Elm Boulevard, Apt 34, Clinton",10000000,suspended,2016-10-04
1081,Michael,Sm1th,michael.sm1th@company.co.uk,770.662.0002,1976-03-06 00:00:00,4991 Elm Boulevard,-15891,suspended,2023-07-08
1082,Mary-Jane,johnson,maryjane.johnson@yahoo.com,555-CAL-LME,"August 12, 2006",7494 Maple Drive,"145,008.19",in-active,06/09/2016
1083,test,der Berg​,test@@yahoo.com,888-235.2913,16-Aug-1980,"5282 Oak Avenue, Clinton",236528.31,suspended,2022-07-08
1084,  Mary-Jane ,Ngũgĩ,maryjane.ngũgĩ@outlook.com,+1 901-420-9046,invalid_date,"3328 Lake Shore Drive, Greenville",153270.55,in-active,2016-05-03
1085,Emma,Test,emma.test..doe@x.com,363-525-8897,1900-01-01,"3625 Elm Boulevard, Clinton",238322.44,TRUE,2023-02-30
1086,Ngũgĩ,smith!!,mailto:ngũgĩ.smith!!@x.com,410-650.7130,08/05/66,"390 Lake Shore Drive, Clinton",56828.16,Inactive,2019-11-09
1087, Jr.,Johnson,jr..johnson@gmail.com,600-915-8941,invalid_date,"6114 Main Street, Franklin",155213.9,suspended,2022-03-30
1088,NGŨGĨ,Johnson ,NGŨGĨ@,440-202-4671,1981/05/19,"7384 Pine Road, Bristol",148212.54,active,2019-01-12 04:43:10
1089,J,JR.,j.jr.@company.co.uk,752-583-2435,07/23/52,"9661 Cedar Lane, Franklin",0,suspended,TBD
1090,john 🙂,Williams,john 🙂@,574-701-1275,2000-02-29,"3652 Washington Blvd, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Clinton",223485.41,active,2017-02-04
1091,Müller,asdf,müller.asdf@mail.company.co.uk,+1 729-515-9819,1998-01-25 00:00:00,Not Provided,128192.07,active,2022-09-09
1092,Müller,xxx,müller.xxx@yahoo.com,000-000-0000,1953/06/01,"7900 Washington Blvd, Clinton",-16634,suspended,2023-05-04
1093,  J0hn ,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt,j0hn.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt@company.co.uk,514-691-5641,1963-06-11 00:00:00,"1952 Elm Boulevard, Salem",134460.73,suspended,2021-09-24
AB-9099,Michael,der Berg,michael.der@outlook.com,890-136-5893,1111-11-11,"2580 Oak Avenue, Bristol",-1,suspended,2024-02-23
1095,J0hn,brown,j0hn.brown@outlook.com,464-169.6269,   ,"5173 Washington Blvd, Clinton",0,inactive,2018-12-19
1096,III,  Mary-Jane ,iii.maryjane@company.co.uk,522-604-9412,1820-05-01,"8375 Cedar Lane, Fairview",138547.83,TBD,10/23/2020
AB-4449,J0hn,der Berg,?,434-933-1636,1995-01-01,"7082 Washington Blvd, Greenville",17289.44,inactive,2021-05-14
1098,NGŨGĨ,Test,ngũgĩ.test@company.co.uk,674-746-2373 x89,1963-02-13,"5528 Washington Blvd, Fairview",-11383,in active,2020-11-03
1099,David,Williams,david.williams@gmail.com,490-3150,06/14/1982,"469 Main Street, Clinton",TBD,Suspended,2022-02-17
1100,John 🙂,williams,@gmail.com.john.williams,499-711-3788,1111-11-11,"6746 Washington Blvd, Apt 16, Fairview",166807.84,active,2023-05-02
1101,Michael,dEr bErG,michael.der@company.co.uk,+250 788 123 456,1968-10-06,"8166 Pine Road, Salem",213233.38,closed,TBD
1102,Van​,Test,van​.test+newsletter@gmail.com,882-323-1850,invalid_date,"247 Maple Drive, Bristol",72125.99,active,2021-03-15 09:00:00
1103,jOhN 🙂,D'Angelo,john.d'angelo@outlook.com,755-813-8029,9999-12-31,"123 MAIN STREET, SALEM",145312.27,inactive,2021-03-15 09:00:00
1104,John 🙂,  Berg ,john.berg+newsletter@gmail.com,406-209-7952,04/17/2001,"6367 Lake Shore Drive, Bristol",183693.62,closed,45258
1105,Jane,nGũGĩ,jane.ngũgĩ@company.co.uk,716-445-2591,1956-12-30,"5773 Pine Road, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Clinton",116188.2,inactive,2020-01-28
1106,Mary-Jane,Smith 🙂,maryjane.smith@outlook.com,796-355-3817,03/04/1985,9347 Washington Blvd,-6665,inactive,2023-13-45
1107,SARAH,SMITH,sarah.smith@company.co.uk,603-251-2165,1987-01-16,"808 Washington Blvd, Bristol",196848.91,inactive,2023-04-02
1108,O'BRIEN,Berg,@gmail.com.o'brien.berg,766796289,11/28/1970,"4714 Main Street, Clinton",125729.72,Suspended,08/01/2016
1109,III,NGŨGĨ,iii.ngũgĩ@mail.company.co.uk,696-987-9782,36066,"123 MAIN STREET, SPRINGFIELD",86657.97,inactive,2020-08-15
1110,John ,Mary-Jane,john.maryjane@outlook.com,341-694-8869,--,"8583 Maple Drive, Fairview",147738.41,pending,2016-08-19T14:32:10+02:00
1111,jOhN!!,la Cruz,john!!.la@company.co.uk,596-603-7763,"May 08, 1942","529 Washington Blvd, Springfield",-1,banned,2024-12-14
1112,J0hn,DER BERG,j0hn.der@gmail.com,607-411-4684,06/15/1943,"894 Maple Drive, Salem",132654.58,inactive,2022-12-28
1113, Jr.,brown,jr..brown+newsletter@gmail.com,383-887-0840,1985-02-30,same as above,(16028),suspended,2021-08-08
0005889,  J. ,  der Berg ,j..der@gmail.com,+44 20 7946 0958,1956-07-31,"5902 Main Street, Riverside",225919.5,active,2019-08-22 16:13:10
1115,XXX,ASDF,xxx.asdf+newsletter@gmail.com,438-825-4759,2003-05-30,"7617 Oak Avenue, Greenville",96564277,suspended,2020-09-06T14:32:10+02:00
8888.0,O'BRIEN,  Smith ,mailto:o'brien.smith@x.com,506-678-5169,9999-12-31,5435 Main Sxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,94700.82,banned,N/A
1117,  Ngũgĩ ,Test,ngũgĩ.test@mail.company.co.uk,950-994-8579,1900-01-01,"1610 Maple Drive, Greenville",999999999,suspended,2015-07-08T14:32:10+02:00
1118,XXX,Ngũgĩ,Xxx.Ngũgĩ@GMAIL.COM,490-687-4011,29-07-1979,"5550 Lake Shore Drive, Springfield",173741.55,Active,2018-07-03
1119,mIcHaEl,  Test ,mIcHaEl@yahoo.com,881-438-5320,1982-01-04,7788 Main Sxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,81330.48,inactive,2015-10-18
1120,Müller,asdf,müller.asdf@gmail.com,111-111-1111,05-Sep-1978,"1141 Oak Avenue, Fairview",10000000,Inactive,01/06/2020
1121,XXX ,--,xxx.@outlook.com,919-704-6459,1820-05-01,"6252 Washington Blvd, Greenville",59233.31,suspended,2023-13-45
1122,  David ,DER BERG,david.der@yahoo.com,238.681.7917,01/18/1978,"1312 Maple Drive, Bristol",0,S,2020-12-31
-63,XXX,SMITH 🙂,xxx.smith@gmail.com,278.971.4552,"April 12, 1967","4510 Cedar Lane, Springfield",228880.9,closed,None
1124,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt,mArY-JaNe,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt.maryjane@company.co.uk,(922) 499-7775,"October 31, 1991","7123 Main Street, Apt 29, Bristol",241014.24.5555,inactive,12/29/2017
1125,iIi,NGŨGĨ,iii.ngũgĩ@company.co.uk,2341241506,invalid_date,"3553 Oak Avenue, Riverside",169252.74,S,2023-02-30
1126,O'Brien,Johnson​,O'Brien@company.co.uk,+1 305-135-1194,1963-09-29,"7306 Main Street, Salem",fifty thousand,suspended,07/13/19
1127,MÜLLER,Brown ,müller.brown@company.co.uk,593-776-3129,2001-03-03,"1750 Pine Road, Salem",59524.16,inactive,2024-05-10
1128,Jane,Berg ,jane.berg@company.co.uk,847.151.5035,1988-02-20,"9684 Oak Avenue, Riverside",159672.70,suspended,2022-09-03
1129,José,wIlLiAmS,jose.williams@gmail.com,291-823.9727,03/09/1973,"7799 Maple Drive, Greenville",120848.5,inactive,2015-01-19
1130,sArAh,jR.,sarah.jr.@gmail.com,+1 457-442-7424,1964-10-18,"8805 Maple Drive, Franklin",31651.98,actve,2018-08-28
1131,J0hn,iii,j0hn.iii@yahoo.com,676-569-6852,1994-09-03,82450,35321.47,in-active,2017-10-07
1132,  David ,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt,david.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt@gmail.com,4447631486,1943-01-06,"2651 Lake Shore Drive, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Springfield","$220,437",dormant,2018-09-25
1133,j.,Williams,j.@,NaN,invalid_date,86037,180168.25,inactive,2020-01-28
null,asdf,tEsT,asdf@@outlook.com,708-254-3346,2030-01-01,"6825 Maple Drive, Salem",22k,active,2018-11-05T14:32:10+02:00
1135,van der,  Smith 🙂 ,Not Provided,925-809-2514,1963-04-29,"5188 Maple Drive, Salem",147184.5,suspended,2015-04-13
1136,J​,jR.,j​.jr.@gmail.com,832-961-3610,0000-00-00,"902 Elm Boulevard, Greenville",34643.54,S,2019-01-18 12:09:10
1137,J0hn,Test,j0hn.test@gmail.com,737-443-1083,"November 08, 1979","4479 Washington Blvd, Apt 36, Franklin",192482.28,inactive,2023-04-19
1138,Ngũgĩ Smith 🙂,LA CRUZ,ngũgĩ.la+newsletter@gmail.com,(843) 802-7799,2010-06-01,"9426 Main Street, Bristol",90125.06,inactive,2021-03-15 09:00:00
1139,EMMA,Müller,emma.müller@outlook.com,366-204-3569,invalid_date,"3088 Oak Avenue, Fairview",0,active,06/01/18
1140,David,N/A,david.n/a@gmail.com,508-783-0168,1946-12-22,"9860 Elm Boulevard, Greenville",36333.14,suspended,2015-10-07
0,José,Smith,jose.smith@company.co.uk,(979) 421-2025,1985-03-26 00:00:00,"8124 Pine Road, Bristol","$131,023",suspended,N/A
N/A,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,asdf,mailto:ttttttttttttttttttttttttttttttttttttttttttttttttttttttt.asdf@x.com,+250 788 123 456,2000-09-10,same as above,247067.95,Inactive,2016-07-05 00:06:10
1143,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,der Berg,   ,321-492-7374,1946/11/12,96430,86215.47,INACTIVE,2022-09-08
1144,Emma,S,emma.s@company.co.uk,877-350-4056,1968-10-01,"1392 Oak Avenue, Bristol",141527.95,inactive,2018-07-20
1145,Sarah,XXX,Sarah@gmail.com,792-197-9697,1966-11-14,"8701 Lake Shore Drive, Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Suite Fairview",10000000,inactive,2020-10-11T14:32:10+02:00
1146,   Jr. ,III​,mailto:jr..iii​@x.com,620-426-1055,1981-12-03,"4703 Maple Drive, Bristol","71,043.60",inactive,2015-06-01
7.502E+00,III,asdf,iii.asdf@yahoo.com,555-CAL-LME,2030-01-01,3901 Oak Avenue,204372.78,active,2021-08-11
1148,o'brien,O'Brien ,o'brien.o'brien@x.com; o'brien.o'brien2@y.com,597-108-6438,2004-03-16,"3858 Cedar Lane, Greenville",221674.80,2,2023-13-45
1149,Emma,der berg,emma.der@outlook.com,000-000-0000,2002-05-15,"7398 Lake Shore Drive, Apt 17, Franklin",209290.62,inactive,2015-04-05
1150,mIcHaEl,müller,mIcHaEl@yahoo.com,395-982-4361,17529,NA,"185,776.40",Active,10/14/2017
6453.0,John,S,john.s@gmail.com,604-787-6076,1993-07-29,"123 MAIN STREET, FRANKLIN",221305.74,#N/A,2024-10-10
1152,J. ,Sm1th,j..sm1th@yahoo.com,678-546-1900,"January 28, 1984",9190 Main Sxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,46k,active,2022-06-09
1153,van,MARY-JANE,van.maryjane@company.co.uk,111-111-1111,null,"9326 Maple Drive, Greenville",202564.54,active,2017-05-02T14:32:10+02:00
1154,Van,SMITH 🙂,van.smith@company.co.uk,(644) 745-6979,1948-08-15 00:00:00,"7595 Elm Boulevard, Franklin",fifty thousand, inactive ,2018-05-15
1155,michael,ttttttttttttttttttttttttttttttttttttttttttttttttttttttt,michael.ttttttttttttttttttttttttttttttttttttttttttttttttttttttt@yahoo.com,9214045143,1962-09-24,"4343 Pine Road, Franklin",245813.75,INACTIVE,N/A
1156,DE LA,Smith!!​,de.smith!!​@yahoo.com,988-574-2427,1967-02-25,"2722 Maple Drive, Salem",120636.33,inactive,Not Provided
