customer_id,first_name,last_name,email,phone,date_of_birth,address,income,account_status,created_date
1073,A***,W***,a***@yahoo.com,***-***-0828,1993-**-**,[MASKED ADDRESS],77151.13,inactive,2019-06-29
1074,S***,W***,s***@gmail.com,***-***-1946,1948-**-**,[MASKED ADDRESS],,inactive,2016-09-02
1075,C***,T***,c***@outlook.com,***-***-8351,2003-**-**,[MASKED ADDRESS],152170.00,suspended,2022-01-21
1076,M***,J***,m***@company.co.uk,***-***-0517,2002-**-**,[MASKED ADDRESS],111438.69,inactive,2023-04-02
1077,M***,T***,m***@company.co.uk,***-***-8734,1971-**-**,[MASKED ADDRESS],67843.75,inactive,2022-11-27
1078,C***,O***,c***@outlook.com,***-***-8899,1975-**-**,[MASKED ADDRESS],232142.26,suspended,2017-04-07
1079,N***,D***,n***@yahoo.com,***-***-3697,1944-**-**,[MASKED ADDRESS],144332.85,inactive,2024-11-16
1080,D***,A***,d***@gmail.com,***-***-0611,1955-**-**,[MASKED ADDRESS],241100.87,unknown,2021-10-04
1081,A***,O***,a***@gmail.com,***-***-3159,1969-**-**,,200830.40,active,2024-08-07
1082,T***,W***,t***@yahoo.com,***-***-4272,1980-**-**,[MASKED ADDRESS],29599.22,inactive,2022-09-11
1083,A***,A***,a***@yahoo.com,***-***-9924,2002-**-**,[MASKED ADDRESS],34239.52,suspended,2021-04-29
1084,M***,O***,m***@company.co.uk,***-***-9554,1985-**-**,[MASKED ADDRESS],146317.34,inactive,2019-06-10
1085,[MISSING],J***,n***@mail.company.co.uk,***-***-0519,1956-**-**,[MASKED ADDRESS],175441.63,suspended,2024-08-24
1086,N***,D***,n***@gmail.com,***-***-8920,1974-**-**,[MASKED ADDRESS],185380.63,suspended,2023-08-04
1087,G***,B***,g***@gmail.com,***-***-7191,1959-**-**,[MASKED ADDRESS],150706.58,inactive,2024-10-29
1088,G***,T***,g***@yahoo.com,***-***-8120,1970-**-**,[MASKED ADDRESS],192287.78,active,2022-12-08
1089,J***,H***,j***@yahoo.com,***-***-1295,1973-**-**,[MASKED ADDRESS],220300.81,suspended,2021-04-08
1090,C***,S***,c***@gmail.com,***-***-3974,2003-**-**,[MASKED ADDRESS],87479.24,inactive,2024-01-02
1091,C***,J***,c***@yahoo.com,***-***-9065,1991-**-**,[MASKED ADDRESS],72746.55,suspended,2021-03-15
1092,D***,D***,d***@yahoo.com,***-***-3015,1988-**-**,[MASKED ADDRESS],16500.20,suspended,2022-12-06
1093,L***,d***,l***@company.co.uk,***-***-8719,,[MASKED ADDRESS],204449.41,active,2020-11-17
1094,M***,J***,m***@mail.company.co.uk,***-***-3984,1960-**-**,[MASKED ADDRESS],,active,2019-11-13
1095,S***,J***,s***@company.co.uk,***-***-4593,1990-**-**,[MASKED ADDRESS],207862.32,active,2021-03-15
1096,N***,O***,n***@yahoo.com,***-***-1284,1971-**-**,[MASKED ADDRESS],154968.04,inactive,2020-01-20
1097,N***,v***,n***@outlook.com,***-***-1344,1974-**-**,[MASKED ADDRESS],87442.85,inactive,2015-12-24
AB-2524,N***,B***,n***@gmail.com,***-***-6779,1947-**-**,[MASKED ADDRESS],85765.85,active,2018-02-04
1099,M***,M***,m***@yahoo.com,***-***-0110,1969-**-**,[MASKED ADDRESS],46989.25,suspended,2018-07-10
1100,C***,M***,c***@outlook.com,***-***-1865,1957-**-**,[MASKED ADDRESS],64267.37,suspended,2024-07-04
1101,J***,A***,j***@company.co.uk,***-***-9796,1975-**-**,[MASKED ADDRESS],229884.29,active,2018-12-25
1102,M***,U***,m***@company.co.uk,***-***-3637,1986-**-**,[MASKED ADDRESS],153318.64,inactive,2020-05-31
1103,M***,D***,m***@yahoo.com,***-***-1599,2002-**-**,[MASKED ADDRESS],95623.32,active,2023-04-22
1104,E***,H***,e***@company.co.uk,***-***-7080,2006-**-**,[MASKED ADDRESS],80411.04,active,2023-12-19
1105,C***,B***,c***@outlook.com,***-***-9617,1971-**-**,[MASKED ADDRESS],86764.30,suspended,2019-05-11
1106,N***,M***,n***@yahoo.com,***-***-2298,1980-**-**,[MASKED ADDRESS],133777.93,suspended,2022-12-18
1107,M***,M***,m***@outlook.com,***-***-8115,1950-**-**,[MASKED ADDRESS],247597.30,suspended,2018-05-04
1108,J***,B***,j***@gmail.com,***-***-7015,1952-**-**,[MASKED ADDRESS],91058.60,inactive,2024-08-15
1109,S***,H***,s***@yahoo.com,***-***-2396,1962-**-**,[MASKED ADDRESS],103165.50,active,2023-05-30
1110,S***,M***,,***-***-7511,2002-**-**,[MASKED ADDRESS],90873.31,suspended,2021-05-07
1.111E+00,J***,D***,j***@company.co.uk,***-***-2161,1967-**-**,[MASKED ADDRESS],167494.13,suspended,2022-11-04
1112,M***,S***,m***@yahoo.com,***-***-0132,1950-**-**,[MASKED ADDRESS],204399.86,inactive,2021-03-15
1113,D***,D***,d***@yahoo.com,***-***-2480,1995-**-**,[MASKED ADDRESS],105247.50,inactive,2017-10-11
1114,N***,d***,n***@gmail.com,***-***-4942,1994-**-**,[MASKED ADDRESS],41494.76,suspended,2024-12-19
1115,C***,v***,c***@yahoo.com,***-***-0273,1941-**-**,[MASKED ADDRESS],195270.85,inactive,2021-01-06
1116,M***,N***,m***@yahoo.com,***-***-1083,1979-**-**,[MASKED ADDRESS],158889.75,suspended,2023-04-22
1117,[MISSING],M***,n***@outlook.com,***-***-4403,1950-**-**,[MASKED ADDRESS],244136.89,inactive,2019-01-15
1118,E***,T***,e***@gmail.com,***-***-0721,1941-**-**,[MASKED ADDRESS],216509.02,suspended,2019-09-14
1119,C***,W***,c***@gmail.com,***-***-6568,1981-**-**,[MASKED ADDRESS],83524.85,suspended,2020-03-15
1120,D***,O***,d***@mail.company.co.uk,***-***-8872,2002-**-**,[MASKED ADDRESS],63220.68,inactive,2015-09-03
1121,P***,M***,p***@outlook.com,***-***-9515,1951-**-**,[MASKED ADDRESS],76332.87,inactive,2023-04-01
1122,G***,W***,g***@gmail.com,***-***-7635,1950-**-**,[MASKED ADDRESS],204785.27,suspended,2015-06-15
1123,D***,M***,d***@gmail.com,***-***-2848,1980-**-**,[MASKED ADDRESS],29492.26,active,2024-03-27
1124,D***,v***,d***@mail.company.co.uk,***-***-7265,1948-**-**,[MASKED ADDRESS],149862.79,inactive,2019-04-17
1125,D***,T***,d***@gmail.com,***-***-4835,1989-**-**,[MASKED ADDRESS],202341.52,suspended,2019-04-16
1126,N***,J***,n***@company.co.uk,***-***-9783,1965-**-**,[MASKED ADDRESS],71670.91,suspended,2017-06-17
1127,N***,M***,n***@mail.company.co.uk,***-***-5761,1990-**-**,[MASKED ADDRESS],69666.49,suspended,2018-09-20
1128,D***,M***,d***@outlook.com,***-***-2320,1987-**-**,[MASKED ADDRESS],47066.14,inactive,2020-06-18
1129,N***,d***,n***@yahoo.com,***-***-4825,,[MASKED ADDRESS],242369.95,suspended,2020-07-25
1130,G***,T***,g***@gmail.com,***-***-5500,1963-**-**,[MASKED ADDRESS],105695.22,active,2020-07-12
1131,N***,M***,n***@yahoo.com,***-***-0547,1968-**-**,[MASKED ADDRESS],32625.57,active,2021-11-18
1132,T***,M***,t***@gmail.com,***-***-6705,2004-**-**,[MASKED ADDRESS],149365.90,active,2015-01-16
1133,D***,W***,d***@mail.company.co.uk,***-***-1892,1975-**-**,[MASKED ADDRESS],119757.19,inactive,2024-05-21
1134,S***,J***,s***@yahoo.com,***-***-8561,1988-**-**,[MASKED ADDRESS],182861.84,suspended,2022-08-07
1135,L***,M***,l***@yahoo.com,***-***-7133,1996-**-**,[MASKED ADDRESS],145745.59,inactive,
1136,M***,B***,m***@mail.company.co.uk,***-***-1654,1988-**-**,[MASKED ADDRESS],23804.43,active,2022-08-20
1137,C***,J***,c***@outlook.com,***-***-4593,2002-**-**,[MASKED ADDRESS],90404.05,suspended,2017-02-08
1138,T***,N***,t***@yahoo.com,***-***-6609,1987-**-**,[MASKED ADDRESS],73630.21,inactive,2018-01-27
1139,N***,B***,n***@company.co.uk,***-***-7775,1971-**-**,[MASKED ADDRESS],215648.01,active,2022-04-05
1140,D***,S***,d***@gmail.com,***-***-2837,1940-**-**,[MASKED ADDRESS],122864.53,inactive,2024-03-30
1141,J***,J***,j***@outlook.com,***-***-1045,1964-**-**,[MASKED ADDRESS],226426.46,suspended,2018-08-02
1142,D***,A***,d***@company.co.uk,***-***-9372,1970-**-**,[MASKED ADDRESS],220976.27,active,2023-04-23
1143,E***,T***,e***@yahoo.com,***-***-5428,1992-**-**,[MASKED ADDRESS],160853.85,active,2024-09-23
1144,T***,D***,t***@mail.company.co.uk,***-***-5183,1956-**-**,[MASKED ADDRESS],79279.05,active,2016-10-10
1145,M***,H***,m***@company.co.uk,***-***-3267,1941-**-**,[MASKED ADDRESS],68172.44,inactive,2019-04-21
1146,M***,A***,m***@outlook.com,***-***-5615,1983-**-**,[MASKED ADDRESS],246446.69,active,2016-11-23
1147,J***,T***,j***@gmail.com,***-***-0323,1950-**-**,[MASKED ADDRESS],,suspended,2020-11-01
1148,D***,B***,d***@outlook.com,***-***-3254,1963-**-**,[MASKED ADDRESS],228933.81,inactive,
1149,M***,D***,m***@gmail.com,***-***-3787,1966-**-**,[MASKED ADDRESS],174040.14,active,2023-07-03
1150,[MISSING],M***,n***@gmail.com,***-***-5615,1975-**-**,[MASKED ADDRESS],167478.92,active,2023-02-23
1151,E***,v***,e***@company.co.uk,***-***-5875,2001-**-**,[MASKED ADDRESS],29883.97,active,2022-08-08
1152,M***,T***,m***@gmail.com,***-***-7895,2000-**-**,[MASKED ADDRESS],125282.90,active,2021-03-15
1153,P***,M***,p***@yahoo.com,***-***-9388,1984-**-**,[MASKED ADDRESS],144038.22,suspended,2022-02-24
1154,D***,D***,d***@gmail.com,***-***-9177,1993-**-**,[MASKED ADDRESS],95218.92,inactive,2019-03-12
1155,E***,H***,e***@yahoo.com,***-***-7488,1957-**-**,[MASKED ADDRESS],196454.12,suspended,2021-03-15
1156,M***,O***,m***@mail.company.co.uk,***-***-9479,1951-**-**,[MASKED ADDRESS],194158.04,inactive,2020-01-29
1157,O***,N***,o***@outlook.com,***-***-3560,1995-**-**,[MASKED ADDRESS],181932.89,suspended,2021-05-26
1158,N***,H***,n***@gmail.com,***-***-0927,1954-**-**,[MASKED ADDRESS],142175.44,inactive,2024-09-25
1159,G***,O***,g***@outlook.com,***-***-6349,2001-**-**,[MASKED ADDRESS],198517.35,active,2022-11-26
1160,M***,d***,m***@yahoo.com,***-***-1220,1955-**-**,[MASKED ADDRESS],52818.28,active,2022-12-16
1161,O***,d***,o***@outlook.com,***-***-8608,1956-**-**,[MASKED ADDRESS],66981.55,inactive,2018-04-17
1162,M***,O***,m***@gmail.com,***-***-3937,1995-**-**,[MASKED ADDRESS],141955.77,suspended,2019-03-16
1163,J***,W***,j***@gmail.com,,1958-**-**,[MASKED ADDRESS],189223.13,active,2021-03-15
1164,J***,T***,j***@mail.company.co.uk,***-***-7391,1978-**-**,[MASKED ADDRESS],190298.49,active,2020-08-21
1165,A***,A***,a***@gmail.com,***-***-2561,1952-**-**,[MASKED ADDRESS],,suspended,
1166,N***,A***,n***@outlook.com,***-***-8397,1956-**-**,[MASKED ADDRESS],215076.11,suspended,2021-03-01
1167,P***,v***,p***@yahoo.com,***-***-4671,1957-**-**,[MASKED ADDRESS],100655.96,inactive,2018-07-06
1168,D***,J***,d***@company.co.uk,***-***-5004,1949-**-**,[MASKED ADDRESS],61161.50,suspended,2015-11-05
1169,D***,U***,d***@gmail.com,***-***-7734,1953-**-**,[MASKED ADDRESS],,suspended,2023-06-29
1170,E***,v***,e***@mail.company.co.uk,***-***-7989,1963-**-**,[MASKED ADDRESS],24377.60,active,2020-11-05
1171,P***,v***,p***@outlook.com,***-***-4121,1959-**-**,[MASKED ADDRESS],222278.05,active,2022-03-20
1172,E***,B***,e***@outlook.com,***-***-7844,1993-**-**,[MASKED ADDRESS],52865.35,active,2016-08-24
1173,E***,U***,e***@gmail.com,***-***-4644,1959-**-**,[MASKED ADDRESS],201734.78,active,2020-09-23
1174,C***,d***,c***@company.co.uk,***-***-8564,1985-**-**,[MASKED ADDRESS],221271.87,active,2022-05-24
1175,J***,H***,j***@gmail.com,***-***-7899,1974-**-**,[MASKED ADDRESS],228870.06,suspended,2021-03-15
1176,[MISSING],v***,t***@company.co.uk,***-***-5175,1949-**-**,[MASKED ADDRESS],158791.96,inactive,2019-08-20
1177,E***,O***,e***@outlook.com,***-***-2262,1999-**-**,[MASKED ADDRESS],94532.89,suspended,2015-08-02
1178,J***,D***,j***@gmail.com,***-***-1311,2004-**-**,[MASKED ADDRESS],118158.43,suspended,2020-10-23
1179,M***,d***,m***,***-***-4520,1971-**-**,[MASKED ADDRESS],144154.27,suspended,2018-11-26
1180,G***,W***,g***@gmail.com,***-***-1744,1985-**-**,[MASKED ADDRESS],195942.29,inactive,2021-07-31
1181,P***,M***,p***@outlook.com,,1963-**-**,[MASKED ADDRESS],98081.41,inactive,2023-05-15
1182,J***,M***,j***@yahoo.com,***-***-5833,1949-**-**,[MASKED ADDRESS],214282.49,inactive,2024-11-17
1183,J***,N***,j***@yahoo.com,***-***-8859,2001-**-**,[MASKED ADDRESS],64526.81,inactive,2024-08-31
1184,G***,d***,g***@company.co.uk,***-***-6099,1975-**-**,[MASKED ADDRESS],70414.22,inactive,2023-12-21
1185,J***,M***,j***@outlook.com,***-***-9210,1944-**-**,[MASKED ADDRESS],37630.94,inactive,2021-04-14
1186,S***,4***,s***@mail.company.co.uk,***-***-5326,1983-**-**,[MASKED ADDRESS],49039.36,inactive,2021-11-13
1187,M***,T***,m***@outlook.com,***-***-6479,1979-**-**,[MASKED ADDRESS],70137.39,suspended,2015-11-24
1188,S***,M***,s***@gmail.com,***-***-1702,1953-**-**,[MASKED ADDRESS],44706.75,pending,2024-09-09
1189,N***,O***,n***@yahoo.com,***-***-9240,1997-**-**,[MASKED ADDRESS],100959.08,unknown,2024-02-22
1190,A***,S***,a***@company.co.uk,***-***-4799,1940-**-**,[MASKED ADDRESS],166807.84,active,2019-09-26
1191,O***,T***,o***@outlook.com,***-***-2238,1997-**-**,[MASKED ADDRESS],242883.31,inactive,2023-01-08
1192,[MISSING],M***,n***@mail.company.co.uk,***-***-0519,1953-**-**,[MASKED ADDRESS],209639.23,suspended,2023-08-25
1193,J***,B***,j***@company.co.uk,***-***-2598,1943-**-**,[MASKED ADDRESS],223567.10,active,2017-08-24
1194,E***,v***,e***@mail.company.co.uk,***-***-7786,1953-**-**,[MASKED ADDRESS],233749.46,suspended,2021-03-15
1195,S***,M***,s***@gmail.com,***-***-3161,2004-**-**,[MASKED ADDRESS],59597.32,inactive,2020-04-02
1196,N***,N***,n***@outlook.com,***-***-8289,1956-**-**,[MASKED ADDRESS],207476.69,suspended,2021-03-08
1197,T***,B***,t***@gmail.com,***-***-0512,1983-**-**,[MASKED ADDRESS],26535.12,suspended,2017-05-04
1198,M***,J***,m***@gmail.com,***-***-4355,2005-**-**,[MASKED ADDRESS],69289.23,active,2017-10-15
1199,N***,H***,n***@outlook.com,***-***-6997,1954-**-**,[MASKED ADDRESS],119107.86,inactive,2021-03-15
1201,P***,N***,p***@yahoo.com,***-***-2557,1972-**-**,[MASKED ADDRESS],148730.26,active,2023-11-22
1202,M***,B***,m***@company.co.uk,***-***-5478,1978-**-**,[MASKED ADDRESS],86624.10,active,2022-10-29
1203,N***,d***,n***@company.co.uk,***-***-2165,1982-**-**,[MASKED ADDRESS],178999.57,inactive,2020-06-21
1204,N***,N***,n***@company.co.uk,***-***-1843,1977-**-**,[MASKED ADDRESS],54774.99,inactive,2027-01-01
1205,S***,W***,s***@gmail.com,***-***-5624,1949-**-**,[MASKED ADDRESS],143409.69,suspended,2023-03-09
0,J***,N***,j***@outlook.com,***-***-1091,1964-**-**,[MASKED ADDRESS],245251.32,suspended,2018-07-16
1207,M***,N***,m***@gmail.com,***-***-5465,2006-**-**,[MASKED ADDRESS],244968.14,active,2024-11-08
1208,J***,T***,j***@company.co.uk,***-***-6262,2000-**-**,[MASKED ADDRESS],228787.82,suspended,2022-04-26
1209,D***,A***,d***@yahoo.com,***-***-9254,1968-**-**,[MASKED ADDRESS],194877.23,inactive,2018-05-27
1210,D***,T***,d***@yahoo.com,***-***-4372,1994-**-**,[MASKED ADDRESS],46510.36,inactive,2019-03-12
1211,J***,W***,j***@mail.company.co.uk,***-***-3323,1945-**-**,[MASKED ADDRESS],197410.46,inactive,2019-06-03
1212,O***,J***,o***@gmail.com,***-***-8812,2005-**-**,[MASKED ADDRESS],82189.93,inactive,2015-08-12
1213,L***,D***,l***@yahoo.com,***-***-2216,1969-**-**,[MASKED ADDRESS],177553.60,active,2016-05-21
1214,D***,N***,d***@yahoo.com,***-***-2799,1990-**-**,[MASKED ADDRESS],87394.62,inactive,2017-01-10
1215,D***,[MISSING],d***@company.co.uk,***-***-8084,1992-**-**,[MASKED ADDRESS],222309.45,suspended,2024-04-03
1216,J***,J***,.***@x.com,***-***-5424,1944-**-**,[MASKED ADDRESS],149486.41,inactive,2019-01-15
1217,A***,U***,a***@gmail.com,***-***-4496,1977-**-**,[MASKED ADDRESS],35602.39,suspended,2022-12-05
1218,C***,v***,c***@yahoo.com,***-***-8154,1956-**-**,,124248.12,suspended,2023-12-20
1219,J***,O***,j***@yahoo.com,***-***-1111,1985-**-**,[MASKED ADDRESS],240626.51,active,2018-10-16
1220,J***,D***,j***@outlook.com,***-***-0917,1966-**-**,[MASKED ADDRESS],223686.93,active,2015-05-08
1221,N***,v***,n***@gmail.com,***-***-5152,1964-**-**,[MASKED ADDRESS],86044.80,active,2016-01-15
1222,M***,T***,m***@outlook.com,***-***-1609,1986-**-**,[MASKED ADDRESS],42221.46,active,2021-08-31
3859,J***,A***,j***@yahoo.com,***-***-4532,1979-**-**,[MASKED ADDRESS],146512.05,suspended,2018-07-28
1224,A***,M***,a***@outlook.com,***-***-0475,2000-**-**,[MASKED ADDRESS],224449.84,suspended,2021-11-29
1225,D***,O***,d***@company.co.uk,***-***-7672,1967-**-**,[MASKED ADDRESS],159981.39,inactive,2022-06-17
1226,C***,S***,c***@company.co.uk,***-***-5711,1951-**-**,[MASKED ADDRESS],140195.21,inactive,2017-09-25
1227,N***,W***,n***@company.co.uk,***-***-3869,2000-**-**,[MASKED ADDRESS],37948.67,inactive,2015-10-13
1228,O***,U***,o***@gmail.com,***-***-0003,1999-**-**,[MASKED ADDRESS],175156.45,suspended,2022-08-15
1229,T***,J***,t***@gmail.com,***-***-6049,,[MASKED ADDRESS],153688.51,suspended,2019-04-12
1230,E***,W***,e***@gmail.com,***-***-2056,1946-**-**,[MASKED ADDRESS],165927.08,inactive,2022-10-19
1231,E***,H***,e***@outlook.com,***-***-0121,2005-**-**,[MASKED ADDRESS],244884.86,suspended,2021-07-04
1232,D***,N***,d***@outlook.com,***-***-9995,1982-**-**,[MASKED ADDRESS],125184.17,inactive,2018-09-19
1233,A***,J***,a***@outlook.com,***-***-1006,1991-**-**,[MASKED ADDRESS],33062.63,inactive,2018-02-24
1234,S***,v***,s***@gmail.com,***-***-3869,1987-**-**,[MASKED ADDRESS],191898.90,inactive,2019-12-08
