customer_id,first_name,last_name,email,phone,date_of_birth,address,income,account_status,created_date
NULL,Nadia,Smith,nadia.smith@mail.company.co.uk,585-989-5615,1959-01-26,"2854 Cedar Lane, Apt 17, Bristol",199277.12,inactive,2015-10-25
N/A,Thomas,de la Cruz,thomas.de.la.cruz@yahoo.com,462-872-2773,1960-12-24,"2796 Maple Drive, Springfield",176155.82,inactive,1990-01-01
NA,David,van der Berg,david.van.der.berg@outlook.com,359-997-8623,1988-04-18,"4189 Lake Shore Drive, Springfield",194091.73,inactive,2016-05-26
#N/A,Sarah,Anderson,sarah.anderson+newsletter@gmail.com,963-189-6313,2015-06-01,"2908 Lake Shore Drive, Clinton",182233.18,active,2023-01-01
Not Provided,NaN,O'Brien,nan.obrien@outlook.com,622-242-1099,1957-12-06,"1050 Oak Avenue, Riverside",33471.49,FALSE,2019-10-03
Not Provided,Thomas,Thomas,thomas.thomas@outlook.com,913-569-2576,1994-07-02,"4819 Elm Boulevard, Riverside",108445.23,active,2023-02-30
NA,John,Smith,john.smith@outlook.com,695-287-4471,1955-08-27,"4801 Washington Blvd, Fairview",84891.59,active,2018-11-15
Unknown,Chloe,Taylor,chloe.taylor@gmail.com,861-610-5176,1993-07-15,"581 Main Street, Apt 17, Riverside",33433.00,inactive,2021-01-16
-,Michael,Habimana,michael.habimana@outlook.com,762-650-8167,1993-10-13,"9191 Lake Shore Drive, Clinton",76177.41,inactive,2021-03-15 09:00:00
#N/A,D'Arcy,Thomas,darcy.thomas+newsletter@gmail.com,359-457-1452,1950-08-21,"3138 Oak Avenue, Fairview",151077.24,suspended,2019-10-26
   ,David,Davis,david.davis@outlook.com,462-792-4404,1951-10-19,"6335 Oak Avenue, Greenville",174277.49,active,2019-11-07
   ,Aline,Moore,aline.moore@yahoo.com,314-770-1325,1983-12-20,"9514 Maple Drive, Apt 45, Salem",145421.03,active,2020-04-29
N/A,Jane,Smith,jane.smith+newsletter@gmail.com,733-117-1298,1957-12-29,"4493 Elm Boulevard, Greenville",61067.00,active,2018-11-10
NULL,O'Brien,Thomas,obrien.thomas@gmail.com,837-791-5983,1952-06-02,"6166 Elm Boulevard, Clinton",221232.08,inactive,2020-05-23
Unknown,Aline,van der Berg,aline.van.der.berg@mail.company.co.uk,974-246-4820,1955-04-25,"5899 Washington Blvd, Bristol",157007.77,inactive,2020-05-29
None,Nadia,Wilson,nadia.wilson@company.co.uk,218-617-1828,1953-06-19,"7545 Pine Road, Springfield",107410.22,suspended,2023-03-13
Not Provided,Jane,Williams,jane.williams@outlook.com,000-000-0000,1948-06-19,"1289 Cedar Lane, Apt 6, Franklin",85709.78,inactive,2018-06-20
N/A,XXX,Uwase,xxx.uwase@gmail.com,954-980-9111,1991-10-13,"1425 Main Street, Salem",99845.71,active,2018-08-10
-,José,D'Angelo,jose.dangelo@outlook.com,606-599-2032,1979-06-17,"2595 Cedar Lane, Clinton",62479.34,suspended,2021-12-02
TBD,David,Brown,david.brown@outlook.com,400-750-5660,1984-01-22,"3467 Main Street, Franklin",153057.78,active,2023-13-45
Not Provided,Daniel,Williams,daniel.williams@yahoo.com,770-635-3327,1964-01-14,"1108 Cedar Lane, Riverside",25679.80,inactive,2020-03-29
--,D'Arcy,?,darcy.?@yahoo.com,638-580-7214,1995-07-05,"7946 Elm Boulevard, Apt 21, Springfield",110671.47,inactive,2019-07-15
#N/A,Thomas,de la Cruz,thomas.de.la.cruz@outlook.com,527-265-4403,1981-08-18,"3572 Main Street, Fairview",208879.77,active,2015-04-11
Unknown,José,Williams,jose.williams@mail.company.co.uk,619-452-6306,1958-09-10,"4217 Elm Boulevard, Bristol",29223.60,active,2016-11-21
NaN,Michael,Ngũgĩ,michael.ngugi@company.co.uk,919-118-6924,1977-11-27,"8846 Cedar Lane, Salem",177394.44,active,2019-12-05
N/A,aline,Thomas,aline.thomas@yahoo.com,382-173-1908,1957-12-13,"5540 Lake Shore Drive, Fairview",29209.23,suspended,2021-02-25
NaN,Thomas,Williams,thomas.williams@outlook.com,970-790-2261,1980-04-10,"359 Main Street, Clinton",110843.38,suspended,2015-12-17
NULL,Leila,van der Berg,leila.van.der.berg@yahoo.com,984-369-2367,1971-11-15,"4339 Elm Boulevard, Greenville",64512.92,active,2021-03-15 09:00:00
NULL,Uwase,Emma,emma.uwase@yahoo.com,795-446-8252,05/20/1956,"7423 Pine Road, Franklin",98940.67,active,TBD
#N/A,Leila,Wilson,leila.wilson+newsletter@gmail.com,439-505-4699,TBD,TBD,78253.48,suspended,2019-04-13
